Site;SS30 Marronnier 3a-3b (ID 3230);SS30 Marronnier 3a-3b (ID 3230);SS30 Marronnier 3a-3b (ID 3230);SS30 Marronnier 3a-3b (ID 3230)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-01-21 01:00:00;26;82.9;31.0;47.2
2023-01-21 02:00:00;27;83.0;30.7;46.9
2023-01-21 03:00:00;53;82.9;41.0;56.6
2023-01-21 04:00:00;34;83.0;30.6;48.2
2023-01-21 05:00:00;35;83.0;31.0;48.9
2023-01-21 06:00:00;58;83.1;34.2;59.2
2023-01-21 07:00:00;72;83.5;41.8;64.0
2023-01-21 08:00:00;51;83.4;35.1;60.2
2023-01-21 09:00:00;51;83.5;35.7;60.5
2023-01-21 10:00:00;82;83.7;44.1;65.1
2023-01-21 11:00:00;66;83.5;40.0;61.8
2023-01-21 12:00:00;42;83.6;34.3;57.4
2023-01-21 13:00:00;40;83.6;34.0;56.5
2023-01-21 14:00:00;63;83.6;40.4;60.7
2023-01-21 15:00:00;35;83.3;33.0;54.4
2023-01-21 16:00:00;35;83.0;33.0;54.3
2023-01-21 17:00:00;69;83.2;40.8;60.9
2023-01-21 18:00:00;38;83.1;33.3;55.3
2023-01-21 19:00:00;40;83.0;33.8;55.8
2023-01-21 20:00:00;71;83.1;41.2;61.9
2023-01-21 21:00:00;40;82.9;34.2;56.1
2023-01-21 22:00:00;40;82.9;34.0;56.0
2023-01-21 23:00:00;33;82.4;32.6;48.8
2023-01-22 00:00:00;43;83.0;37.7;53.0
2023-01-22 01:00:00;29;82.7;30.5;47.0
2023-01-22 02:00:00;32;82.8;30.1;47.1
2023-01-22 03:00:00;32;82.9;30.4;47.4
2023-01-22 04:00:00;54;83.0;39.8;56.2
2023-01-22 05:00:00;34;82.9;30.8;47.9
2023-01-22 06:00:00;55;83.2;33.6;57.7
2023-01-22 07:00:00;48;82.9;33.0;57.2
2023-01-22 08:00:00;57;83.2;36.7;59.6
2023-01-22 09:00:00;56;83.1;37.9;60.2
2023-01-22 10:00:00;81;83.3;41.7;63.2
2023-01-22 11:00:00;43;83.2;32.3;55.8
2023-01-22 12:00:00;76;83.2;40.3;62.0
2023-01-22 13:00:00;42;83.1;32.0;55.3
2023-01-22 14:00:00;60;83.1;37.6;58.5
2023-01-22 15:00:00;39;82.9;32.0;53.9
2023-01-22 16:00:00;38;82.7;31.9;53.4
2023-01-22 17:00:00;39;82.4;32.0;53.8
2023-01-22 18:00:00;77;82.8;42.0;62.2
2023-01-22 19:00:00;38;82.5;32.0;54.5
2023-01-22 20:00:00;70;82.4;40.0;60.5
2023-01-22 21:00:00;38;82.5;32.1;54.4
2023-01-22 22:00:00;76;82.2;42.3;62.5
2023-01-22 23:00:00;16;81.9;30.2;44.6
2023-01-23 00:00:00;24;82.0;29.9;45.2
2023-01-23 01:00:00;26;81.7;30.0;45.5
2023-01-23 02:00:00;27;81.6;30.0;45.3
2023-01-23 03:00:00;54;81.9;40.3;55.1
2023-01-23 04:00:00;29;81.5;30.0;45.4
2023-01-23 05:00:00;30;81.5;30.0;45.7
2023-01-23 06:00:00;54;82.4;32.7;56.3
2023-01-23 07:00:00;68;81.4;41.0;62.2
2023-01-23 08:00:00;52;80.7;34.5;58.7
2023-01-23 09:00:00;56;79.7;35.8;59.6
2023-01-23 10:00:00;67;77.8;42.4;60.9
2023-01-23 11:00:00;64;78.1;41.0;60.5
2023-01-23 12:00:00;40;79.4;34.4;55.9
2023-01-23 13:00:00;37;83.1;34.1;54.8
2023-01-23 14:00:00;63;82.5;41.5;59.7
2023-01-23 15:00:00;43;82.4;33.1;53.2
2023-01-23 16:00:00;62;82.3;42.1;60.4
2023-01-23 17:00:00;37;82.1;33.9;54.2
2023-01-23 18:00:00;39;82.2;34.0;55.3
2023-01-23 19:00:00;74;82.4;42.7;62.1
2023-01-23 20:00:00;39;82.1;34.9;55.9
2023-01-23 21:00:00;43;82.2;34.9;56.7
2023-01-23 22:00:00;76;82.4;42.1;62.7
2023-01-23 23:00:00;23;81.9;31.7;47.2
2023-01-24 00:00:00;31;82.2;31.0;47.7
2023-01-24 01:00:00;33;82.1;31.0;47.8
2023-01-24 02:00:00;61;82.5;40.4;56.3
2023-01-24 03:00:00;33;82.3;30.7;48.2
2023-01-24 04:00:00;35;82.4;31.0;47.8
2023-01-24 05:00:00;38;82.6;31.2;48.6
2023-01-24 06:00:00;76;82.9;42.3;63.4
2023-01-24 07:00:00;49;82.9;34.4;57.6
2023-01-24 08:00:00;52;82.9;35.7;57.9
2023-01-24 09:00:00;82;83.1;41.9;63.0
2023-01-24 10:00:00;37;82.9;34.7;54.7
2023-01-24 11:00:00;69;83.2;41.0;60.4
2023-01-24 12:00:00;35;83.0;33.7;53.0
2023-01-24 13:00:00;39;82.9;33.9;53.0
2023-01-24 14:00:00;70;82.8;41.8;60.0
2023-01-24 15:00:00;37;82.7;33.2;52.3
2023-01-24 16:00:00;38;82.4;33.6;52.7
2023-01-24 17:00:00;69;82.5;41.4;59.7
2023-01-24 18:00:00;39;82.3;34.0;54.0
2023-01-24 19:00:00;69;82.4;41.1;60.4
2023-01-24 20:00:00;55;82.3;38.4;57.8
2023-01-24 21:00:00;37;82.1;34.1;54.1
2023-01-24 22:00:00;74;82.3;43.1;61.8
2023-01-24 23:00:00;17;81.8;30.9;45.0
2023-01-25 00:00:00;22;82.0;31.0;44.6
2023-01-25 01:00:00;24;82.0;30.8;44.4
2023-01-25 02:00:00;36;82.0;32.6;47.4
2023-01-25 03:00:00;41;82.1;38.5;51.7
2023-01-25 04:00:00;31;82.0;31.0;46.2
2023-01-25 05:00:00;33;82.0;31.2;46.9
2023-01-25 06:00:00;54;82.5;35.3;56.9
2023-01-25 07:00:00;66;82.5;43.5;62.2
2023-01-25 08:00:00;43;82.3;35.5;56.6
2023-01-25 09:00:00;45;82.4;35.4;56.6
2023-01-25 10:00:00;86;82.6;46.2;64.4
2023-01-25 11:00:00;60;82.3;39.9;59.1
2023-01-25 12:00:00;35;82.3;33.4;52.3
2023-01-25 13:00:00;65;82.4;39.3;57.7
2023-01-25 14:00:00;33;82.1;32.7;50.6
2023-01-25 15:00:00;36;82.2;32.5;50.4
2023-01-25 16:00:00;43;82.0;33.3;50.7
2023-01-25 17:00:00;67;82.2;41.7;59.0
2023-01-25 18:00:00;35;81.9;33.0;51.7
2023-01-25 19:00:00;69;82.0;41.7;59.6
2023-01-25 20:00:00;35;82.0;34.1;52.5
2023-01-25 21:00:00;35;81.9;34.0;52.9
2023-01-25 22:00:00;67;82.0;41.2;59.5
2023-01-25 23:00:00;12;81.1;31.4;43.7
2023-01-26 00:00:00;22;81.3;30.9;44.1
2023-01-26 01:00:00;23;81.4;30.4;44.1
2023-01-26 02:00:00;50;81.7;40.0;54.2
2023-01-26 03:00:00;25;81.3;30.5;44.4
2023-01-26 04:00:00;26;81.4;30.6;44.6
2023-01-26 05:00:00;27;81.7;30.6;44.8
2023-01-26 06:00:00;63;82.0;39.5;58.9
2023-01-26 07:00:00;48;81.8;37.2;56.7
2023-01-26 08:00:00;42;81.8;34.3;54.7
2023-01-26 09:00:00;82;81.9;41.7;61.6
2023-01-26 10:00:00;44;82.0;34.0;54.7
2023-01-26 11:00:00;87;82.0;43.3;63.0
2023-01-26 12:00:00;41;81.8;33.5;53.2
2023-01-26 13:00:00;38;81.9;32.9;51.7
2023-01-26 14:00:00;68;81.9;40.4;58.7
2023-01-26 15:00:00;36;81.5;33.0;51.8
2023-01-26 16:00:00;38;81.6;32.8;51.8
2023-01-26 17:00:00;38;81.6;33.0;52.2
2023-01-26 18:00:00;70;81.4;41.7;60.0
2023-01-26 19:00:00;38;81.4;33.9;53.1
2023-01-26 20:00:00;68;81.7;41.2;60.0
2023-01-26 21:00:00;37;81.4;34.0;53.8
2023-01-26 22:00:00;38;81.4;34.0;54.1
2023-01-26 23:00:00;49;81.3;43.7;56.9
2023-01-27 00:00:00;22;81.2;30.5;44.3
2023-01-27 01:00:00;25;81.1;30.7;44.5
2023-01-27 02:00:00;26;81.1;30.2;44.6
2023-01-27 03:00:00;54;81.3;39.5;54.5
2023-01-27 04:00:00;27;81.0;30.9;44.9
2023-01-27 05:00:00;29;81.3;30.6;45.2
2023-01-27 06:00:00;54;81.8;34.2;55.7
2023-01-27 07:00:00;46;81.7;34.8;56.1
2023-01-27 08:00:00;66;81.8;42.4;62.0
2023-01-27 09:00:00;47;81.9;34.5;56.1
2023-01-27 10:00:00;75;81.9;42.3;61.8
2023-01-27 11:00:00;36;81.7;33.8;53.0
2023-01-27 12:00:00;32;81.8;32.9;51.0
2023-01-27 13:00:00;54;81.7;35.5;54.0
2023-01-27 14:00:00;43;81.7;37.0;53.8
2023-01-27 15:00:00;52;81.4;35.5;53.9
2023-01-27 16:00:00;45;81.3;36.3;53.8
2023-01-27 17:00:00;40;81.5;33.0;53.0
2023-01-27 18:00:00;40;81.6;33.6;53.9
2023-01-27 19:00:00;74;81.6;42.9;61.7
2023-01-27 20:00:00;40;81.5;34.0;54.8
2023-01-27 21:00:00;78;81.8;43.6;62.6
2023-01-27 22:00:00;39;81.5;34.3;55.0
2023-01-27 23:00:00;48;81.3;38.4;52.3
2023-01-28 00:00:00;25;81.4;31.1;45.5
2023-01-28 01:00:00;26;81.3;31.0;45.5
2023-01-28 02:00:00;24;81.3;30.9;44.7
2023-01-28 03:00:00;50;81.6;39.9;54.6
2023-01-28 04:00:00;26;81.4;30.8;45.1
2023-01-28 05:00:00;29;81.7;31.0;45.8
2023-01-28 06:00:00;54;81.9;34.5;56.5
2023-01-28 07:00:00;67;81.9;40.7;61.5
2023-01-28 08:00:00;48;82.0;36.8;58.0
2023-01-28 09:00:00;43;82.0;35.0;56.8
2023-01-28 10:00:00;77;82.2;42.8;62.7
2023-01-28 11:00:00;58;82.0;38.7;59.0
2023-01-28 12:00:00;50;82.0;37.6;56.7
2023-01-28 13:00:00;32;81.9;33.2;52.6
2023-01-28 14:00:00;55;81.8;37.6;56.3
2023-01-28 15:00:00;29;81.7;33.0;51.5
2023-01-28 16:00:00;60;81.8;41.2;58.7
2023-01-28 17:00:00;32;81.9;33.1;52.5
2023-01-28 18:00:00;61;81.7;38.8;58.0
2023-01-28 19:00:00;35;81.8;33.1;53.3
2023-01-28 20:00:00;46;81.8;34.9;55.0
2023-01-28 21:00:00;55;81.9;39.9;58.5
2023-01-28 22:00:00;36;81.6;34.0;54.3
2023-01-28 23:00:00;14;81.2;31.2;45.4
2023-01-29 00:00:00;24;81.3;30.7;45.2
2023-01-29 01:00:00;54;81.5;39.9;54.6
2023-01-29 02:00:00;27;81.7;30.6;45.6
2023-01-29 03:00:00;28;81.7;30.8;45.9
2023-01-29 04:00:00;29;81.7;31.0;46.2
2023-01-29 05:00:00;51;81.8;40.9;55.5
2023-01-29 06:00:00;53;82.1;34.8;57.4
2023-01-29 07:00:00;44;82.0;35.0;57.7
2023-01-29 08:00:00;42;82.1;35.2;57.4
2023-01-29 09:00:00;50;82.2;36.5;58.7
2023-01-29 10:00:00;59;82.1;40.5;59.2
2023-01-29 11:00:00;70;82.2;40.8;61.0
2023-01-29 12:00:00;33;82.0;33.0;52.7
2023-01-29 13:00:00;32;81.9;32.9;51.9
2023-01-29 14:00:00;61;82.1;39.7;58.1
2023-01-29 15:00:00;27;81.6;32.3;50.1
2023-01-29 16:00:00;31;81.8;32.0;50.2
2023-01-29 17:00:00;62;81.7;40.0;58.4
2023-01-29 18:00:00;33;81.7;33.2;51.7
2023-01-29 19:00:00;33;81.6;32.9;52.1
2023-01-29 20:00:00;70;81.7;43.7;61.0
2023-01-29 21:00:00;34;81.7;33.5;52.8
2023-01-29 22:00:00;59;81.7;38.7;58.2
2023-01-29 23:00:00;20;81.0;35.2;48.2
2023-01-30 00:00:00;23;81.3;31.0;45.3
2023-01-30 01:00:00;28;81.3;31.0;45.9
2023-01-30 02:00:00;28;81.4;31.0;46.4
2023-01-30 03:00:00;52;81.8;40.6;54.9
2023-01-30 04:00:00;28;81.6;30.9;46.2
2023-01-30 05:00:00;31;81.7;31.0;46.9
2023-01-30 06:00:00;53;82.1;34.4;56.7
2023-01-30 07:00:00;63;82.0;39.6;60.6
2023-01-30 08:00:00;49;82.0;38.0;58.5
2023-01-30 09:00:00;39;82.1;34.9;56.1
2023-01-30 10:00:00;67;82.1;40.9;60.6
2023-01-30 11:00:00;34;82.2;33.4;53.6
2023-01-30 12:00:00;66;82.2;42.0;59.7
2023-01-30 13:00:00;41;82.0;34.1;53.2
2023-01-30 14:00:00;49;81.9;40.1;57.4
2023-01-30 15:00:00;29;81.9;32.2;50.6
2023-01-30 16:00:00;29;81.7;32.2;50.3
2023-01-30 17:00:00;48;81.7;34.4;53.2
2023-01-30 18:00:00;47;81.8;39.1;55.5
2023-01-30 19:00:00;44;81.7;34.2;52.8
2023-01-30 20:00:00;54;81.6;41.2;57.8
2023-01-30 21:00:00;58;81.8;38.4;56.5
2023-01-30 22:00:00;48;81.7;37.3;54.9
2023-01-30 23:00:00;13;80.6;32.7;45.2
2023-01-31 00:00:00;22;81.1;30.7;44.4
2023-01-31 01:00:00;23;81.0;30.9;44.9
2023-01-31 02:00:00;23;81.2;30.9;45.0
2023-01-31 03:00:00;48;81.5;40.9;55.2
2023-01-31 04:00:00;24;81.1;30.4;44.4
2023-01-31 05:00:00;24;81.2;30.2;44.4
2023-01-31 06:00:00;48;81.9;33.5;54.0
2023-01-31 07:00:00;68;81.7;41.9;61.4
2023-01-31 08:00:00;42;82.0;34.3;55.7
2023-01-31 09:00:00;43;81.9;34.2;55.7
2023-01-31 10:00:00;64;81.9;42.7;59.6
2023-01-31 11:00:00;36;81.9;32.9;51.5
2023-01-31 12:00:00;30;81.8;32.0;49.8
2023-01-31 13:00:00;61;82.0;40.1;57.3
2023-01-31 14:00:00;57;81.6;36.9;54.1
2023-01-31 15:00:00;26;81.6;31.0;47.2
2023-01-31 16:00:00;28;81.6;30.9;46.9
2023-01-31 17:00:00;37;81.3;30.6;47.7
2023-01-31 18:00:00;66;81.4;41.8;57.8
2023-01-31 19:00:00;31;81.3;31.0;47.7
2023-01-31 20:00:00;69;81.5;41.5;58.2
2023-01-31 21:00:00;32;81.5;31.9;49.3
2023-01-31 22:00:00;60;81.6;40.0;57.3
2023-01-31 23:00:00;9;79.4;30.8;41.1
2023-02-01 00:00:00;19;81.1;29.1;42.2
2023-02-01 01:00:00;24;81.0;30.0;43.6
2023-02-01 02:00:00;60;81.3;40.2;54.6
2023-02-01 03:00:00;25;81.0;30.0;44.6
2023-02-01 04:00:00;28;81.0;30.0;45.0
2023-02-01 05:00:00;27;81.1;30.0;45.1
2023-02-01 06:00:00;51;81.7;33.5;55.3
2023-02-01 07:00:00;62;81.8;41.9;61.3
2023-02-01 08:00:00;39;81.7;34.0;54.9
2023-02-01 09:00:00;61;81.8;39.7;58.6
2023-02-01 10:00:00;40;81.9;35.1;53.0
2023-02-01 11:00:00;28;81.7;31.7;49.1
2023-02-01 12:00:00;65;81.6;42.2;58.2
2023-02-01 13:00:00;26;81.4;30.9;46.9
2023-02-01 14:00:00;27;81.2;31.0;46.8
2023-02-01 15:00:00;52;81.2;37.9;53.4
2023-02-01 16:00:00;27;81.0;30.9;47.0
2023-02-01 17:00:00;25;81.0;30.9;46.8
2023-02-01 18:00:00;59;81.2;40.4;56.4
2023-02-01 19:00:00;26;80.9;30.9;46.7
2023-02-01 20:00:00;62;81.2;39.6;56.4
2023-02-01 21:00:00;27;80.9;31.0;47.9
2023-02-01 22:00:00;27;81.1;31.0;47.5
2023-02-01 23:00:00;38;79.2;42.5;52.5
2023-02-02 00:00:00;12;79.8;28.7;39.8
2023-02-02 01:00:00;14;80.2;28.5;39.9
2023-02-02 02:00:00;17;80.5;28.4;40.6
2023-02-02 03:00:00;35;80.9;33.8;47.1
2023-02-02 04:00:00;23;80.5;35.4;46.1
2023-02-02 05:00:00;19;81.0;28.3;40.9
2023-02-02 06:00:00;40;81.1;30.6;48.3
2023-02-02 07:00:00;31;81.0;31.0;48.2
2023-02-02 08:00:00;58;81.1;40.9;57.6
2023-02-02 09:00:00;37;81.1;32.2;49.6
2023-02-02 10:00:00;50;80.9;39.7;53.4
2023-02-02 11:00:00;26;81.0;29.9;44.3
2023-02-02 12:00:00;52;81.0;38.2;52.3
2023-02-02 13:00:00;23;80.7;29.8;43.6
2023-02-02 14:00:00;20;80.6;29.5;42.6
2023-02-02 15:00:00;34;80.6;32.5;46.3
2023-02-02 16:00:00;37;80.3;37.9;50.7
2023-02-02 17:00:00;22;80.1;29.1;42.0
2023-02-02 18:00:00;26;80.0;29.9;44.5
2023-02-02 19:00:00;67;80.5;40.7;56.8
2023-02-02 20:00:00;32;80.4;32.0;49.1
2023-02-02 21:00:00;62;80.5;40.2;56.9
2023-02-02 22:00:00;32;80.6;32.9;50.6
2023-02-02 23:00:00;13;79.7;30.4;42.4
2023-02-03 00:00:00;25;80.2;31.3;43.6
2023-02-03 01:00:00;36;80.1;41.8;52.0
2023-02-03 02:00:00;14;80.0;29.0;40.0
2023-02-03 03:00:00;15;80.0;29.0;40.2
2023-02-03 04:00:00;16;80.1;29.0;40.3
2023-02-03 05:00:00;39;80.5;41.4;52.2
2023-02-03 06:00:00;38;80.9;30.6;47.6
2023-02-03 07:00:00;32;80.8;31.7;48.3
2023-02-03 08:00:00;37;80.9;32.5;50.7
2023-02-03 09:00:00;73;80.9;42.5;60.5
2023-02-03 10:00:00;19;80.5;31.2;45.2
2023-02-03 11:00:00;57;80.9;39.5;54.8
2023-02-03 12:00:00;26;81.0;31.3;46.1
2023-02-03 13:00:00;51;81.1;34.9;50.4
2023-02-03 14:00:00;35;80.9;35.8;49.1
2023-02-03 15:00:00;45;80.9;37.0;50.6
2023-02-03 16:00:00;22;80.6;30.0;43.7
2023-02-03 17:00:00;22;80.4;30.0;43.7
2023-02-03 18:00:00;24;80.3;30.3;44.3
2023-02-03 19:00:00;59;80.6;40.5;55.8
2023-02-03 20:00:00;29;80.4;32.0;48.3
2023-02-03 21:00:00;27;80.5;31.4;48.3
2023-02-03 22:00:00;41;80.7;33.3;51.2
2023-02-03 23:00:00;25;78.9;46.5;51.2
2023-02-04 00:00:00;14;80.0;28.6;40.8
2023-02-04 01:00:00;19;80.1;29.0;41.5
2023-02-04 02:00:00;28;80.2;31.0;43.9
2023-02-04 03:00:00;34;80.5;38.7;51.4
2023-02-04 04:00:00;22;80.8;29.0;42.3
2023-02-04 05:00:00;18;80.2;28.5;41.1
2023-02-04 06:00:00;42;81.0;31.2;49.6
2023-02-04 07:00:00;52;81.1;41.7;57.9
2023-02-04 08:00:00;32;80.9;31.2;48.9
2023-02-04 09:00:00;28;81.0;31.0;47.7
2023-02-04 10:00:00;56;81.0;40.2;55.6
2023-02-04 11:00:00;25;80.9;30.1;45.3
2023-02-04 12:00:00;21;80.7;29.7;43.7
2023-02-04 13:00:00;58;80.8;38.6;54.0
2023-02-04 14:00:00;21;80.2;32.3;44.2
2023-02-04 15:00:00;15;80.1;28.2;40.1
2023-02-04 16:00:00;44;80.1;40.3;51.6
2023-02-04 17:00:00;17;80.0;28.0;40.1
2023-02-04 18:00:00;45;80.1;34.6;48.5
2023-02-04 19:00:00;30;79.8;35.3;47.9
2023-02-04 20:00:00;24;80.0;29.9;43.9
2023-02-04 21:00:00;53;80.2;38.9;53.6
2023-02-04 22:00:00;22;80.0;30.3;44.6
2023-02-04 23:00:00;5;76.2;29.1;40.9
2023-02-05 00:00:00;11;79.0;28.0;39.0
2023-02-05 01:00:00;44;79.6;41.7;52.8
2023-02-05 02:00:00;15;79.5;27.9;40.1
2023-02-05 03:00:00;17;79.9;28.0;39.9
2023-02-05 04:00:00;18;79.7;28.0;40.1
2023-02-05 05:00:00;40;80.1;35.9;49.1
2023-02-05 06:00:00;39;80.4;34.5;50.5
2023-02-05 07:00:00;34;80.2;30.9;48.0
2023-02-05 08:00:00;32;80.3;31.0;48.1
2023-02-05 09:00:00;34;80.5;31.4;49.1
2023-02-05 10:00:00;51;80.5;40.0;54.0
2023-02-05 11:00:00;68;80.7;42.3;57.7
2023-02-05 12:00:00;25;80.5;30.1;44.7
2023-02-05 13:00:00;51;80.4;38.5;52.6
2023-02-05 14:00:00;47;80.5;36.8;51.2
2023-02-05 15:00:00;20;79.9;29.3;43.3
2023-02-05 16:00:00;23;80.0;29.9;43.9
2023-02-05 17:00:00;23;79.9;29.3;43.5
2023-02-05 18:00:00;57;80.2;39.6;53.8
2023-02-05 19:00:00;57;80.2;38.0;53.8
2023-02-05 20:00:00;31;80.0;31.8;49.1
2023-02-05 21:00:00;30;80.0;31.5;48.7
2023-02-05 22:00:00;63;80.4;40.3;57.4
2023-02-05 23:00:00;7;79.0;30.0;40.8
2023-02-06 00:00:00;16;80.1;29.0;41.3
2023-02-06 01:00:00;17;79.8;28.5;41.0
2023-02-06 02:00:00;44;80.3;39.7;52.7
2023-02-06 03:00:00;20;80.0;28.2;41.5
2023-02-06 04:00:00;21;80.2;28.3;41.8
2023-02-06 05:00:00;21;80.1;28.1;41.4
2023-02-06 06:00:00;65;81.0;40.6;58.1
2023-02-06 07:00:00;37;80.7;31.9;50.7
2023-02-06 08:00:00;50;80.9;34.9;53.9
2023-02-06 09:00:00;50;80.8;37.2;55.4
2023-02-06 10:00:00;45;80.8;37.6;53.3
2023-02-06 11:00:00;31;80.8;31.2;47.8
2023-02-06 12:00:00;27;81.0;30.9;47.0
2023-02-06 13:00:00;58;80.9;40.1;55.5
2023-02-06 14:00:00;28;80.8;31.0;47.1
2023-02-06 15:00:00;58;80.8;38.9;54.3
2023-02-06 16:00:00;28;80.5;31.6;46.8
2023-02-06 17:00:00;30;80.8;31.5;47.3
2023-02-06 18:00:00;59;80.6;36.8;53.6
2023-02-06 19:00:00;41;80.9;36.2;52.0
2023-02-06 20:00:00;35;80.5;32.7;50.1
2023-02-06 21:00:00;68;80.8;40.9;58.3
2023-02-06 22:00:00;35;80.8;33.6;51.5
2023-02-06 23:00:00;12;79.7;30.1;42.5
2023-02-07 00:00:00;43;80.5;33.5;47.7
2023-02-07 01:00:00;32;80.5;36.3;49.0
2023-02-07 02:00:00;24;80.7;30.0;43.2
2023-02-07 03:00:00;22;80.4;29.6;43.3
2023-02-07 04:00:00;27;80.9;30.0;43.7
2023-02-07 05:00:00;48;80.9;39.9;54.0
2023-02-07 06:00:00;56;81.2;34.0;55.3
2023-02-07 07:00:00;47;81.1;34.7;55.6
2023-02-07 08:00:00;46;81.1;35.0;55.8
2023-02-07 09:00:00;74;81.6;43.0;62.0
2023-02-07 10:00:00;53;81.1;41.5;57.2
2023-02-07 11:00:00;38;81.4;33.5;51.4
2023-02-07 12:00:00;33;81.3;33.2;50.5
2023-02-07 13:00:00;65;81.4;41.1;57.6
2023-02-07 14:00:00;51;81.4;36.1;53.4
2023-02-07 15:00:00;49;81.1;39.4;55.2
2023-02-07 16:00:00;33;81.3;32.0;49.2
2023-02-07 17:00:00;34;81.1;32.6;49.5
2023-02-07 18:00:00;67;81.2;41.1;58.3
2023-02-07 19:00:00;39;81.0;33.7;51.0
2023-02-07 20:00:00;76;80.9;44.4;61.2
2023-02-07 21:00:00;35;81.3;34.7;52.2
2023-02-07 22:00:00;35;81.2;33.7;52.7
2023-02-07 23:00:00;25;80.7;31.5;46.5
2023-02-08 00:00:00;44;81.3;38.9;52.5
2023-02-08 01:00:00;25;81.0;31.0;45.0
2023-02-08 02:00:00;26;81.2;31.0;45.4
2023-02-08 03:00:00;28;81.0;31.0;45.8
2023-02-08 04:00:00;51;81.7;40.9;55.0
2023-02-08 05:00:00;30;81.3;31.0;46.5
2023-02-08 06:00:00;52;81.7;34.7;56.3
2023-02-08 07:00:00;43;81.3;35.0;56.1
2023-02-08 08:00:00;67;81.5;43.1;61.7
2023-02-08 09:00:00;41;82.0;34.9;55.9
2023-02-08 10:00:00;33;81.5;33.3;52.5
2023-02-08 11:00:00;70;81.7;41.3;60.1
2023-02-08 12:00:00;30;81.3;33.6;50.5
2023-02-08 13:00:00;31;81.4;31.9;49.5
2023-02-08 14:00:00;66;81.7;41.8;58.4
2023-02-08 15:00:00;34;81.5;32.1;50.0
2023-02-08 16:00:00;33;80.9;32.2;50.5
2023-02-08 17:00:00;35;81.6;32.7;51.5
2023-02-08 18:00:00;82;81.5;43.5;62.0
2023-02-08 19:00:00;38;81.5;33.6;53.4
2023-02-08 20:00:00;71;81.9;42.3;61.1
2023-02-08 21:00:00;37;81.6;34.5;55.0
2023-02-08 22:00:00;62;81.5;39.8;60.0
2023-02-08 23:00:00;16;80.9;32.0;45.4
2023-02-09 00:00:00;25;81.5;31.0;45.7
2023-02-09 01:00:00;34;81.3;31.1;46.8
2023-02-09 02:00:00;56;81.6;40.7;55.5
2023-02-09 03:00:00;30;81.9;31.0;46.5
2023-02-09 04:00:00;32;81.7;31.0;46.9
2023-02-09 05:00:00;31;81.9;31.0;46.9
2023-02-09 06:00:00;75;81.9;42.3;62.4
2023-02-09 07:00:00;48;82.0;34.7;57.4
2023-02-09 08:00:00;49;81.9;35.3;57.9
2023-02-09 09:00:00;68;82.3;39.6;61.2
2023-02-09 10:00:00;37;81.9;37.7;53.8
2023-02-09 11:00:00;36;81.8;33.6;52.4
2023-02-09 12:00:00;61;82.3;39.7;57.9
2023-02-09 13:00:00;59;82.1;40.1;57.6
2023-02-09 14:00:00;47;82.2;37.5;53.8
2023-02-09 15:00:00;28;82.0;32.4;49.6
2023-02-09 16:00:00;31;81.9;32.4;49.9
2023-02-09 17:00:00;33;81.8;32.5;50.3
2023-02-09 18:00:00;73;82.0;43.3;61.1
2023-02-09 19:00:00;38;81.7;33.1;52.5
2023-02-09 20:00:00;40;82.0;33.9;54.2
2023-02-09 21:00:00;66;81.9;41.0;60.3
2023-02-09 22:00:00;35;81.9;34.0;54.1
2023-02-09 23:00:00;15;81.3;31.3;44.0
2023-02-10 00:00:00;58;81.9;40.1;55.2
2023-02-10 01:00:00;25;81.5;30.9;45.2
2023-02-10 02:00:00;26;81.8;30.5;45.2
2023-02-10 03:00:00;26;81.9;30.5;45.1
2023-02-10 04:00:00;51;82.0;39.5;54.5
2023-02-10 05:00:00;29;82.0;31.7;46.0
2023-02-10 06:00:00;53;82.3;34.0;56.2
2023-02-10 07:00:00;48;82.1;34.0;56.4
2023-02-10 08:00:00;75;82.1;40.3;61.6
2023-02-10 09:00:00;50;82.2;37.4;58.4
2023-02-10 10:00:00;51;82.1;41.1;57.7
2023-02-10 11:00:00;35;82.2;33.5;51.5
2023-02-10 12:00:00;29;82.1;32.5;49.9
2023-02-10 13:00:00;59;82.2;40.2;57.3
2023-02-10 14:00:00;31;81.9;32.1;48.8
2023-02-10 15:00:00;54;82.0;40.6;56.3
2023-02-10 16:00:00;26;82.0;31.4;47.9
2023-02-10 17:00:00;29;81.6;31.1;48.0
2023-02-10 18:00:00;61;81.7;39.5;56.6
2023-02-10 19:00:00;36;81.6;34.5;51.9
2023-02-10 20:00:00;35;81.6;33.0;52.4
2023-02-10 21:00:00;69;81.8;40.9;60.1
2023-02-10 22:00:00;36;82.0;33.5;53.0
2023-02-10 23:00:00;17;81.0;30.2;44.7
2023-02-11 00:00:00;22;81.6;30.0;44.2
2023-02-11 01:00:00;57;81.8;40.3;54.8
2023-02-11 02:00:00;26;81.5;30.0;44.8
2023-02-11 03:00:00;27;81.7;30.0;44.8
2023-02-11 04:00:00;28;81.8;30.0;45.0
2023-02-11 05:00:00;56;81.9;38.7;54.4
2023-02-11 06:00:00;52;82.0;34.4;55.8
2023-02-11 07:00:00;47;81.9;33.7;56.0
